doc_id,dept,dept_name,source_type,title,source_url,source_board,crawled_at,chunk_count
doc_e78ab6fc919e,ai_systems,AI시스템학과,admission,(KAIST학사재학생) 학-석박통합연계과정 (KAIST Undergrad. Students) Integrated UG-MS-PhD Track,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_420fb5a99985,ai_systems,AI시스템학과,admission,1차 합격자 발표 1st Round Results,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_05642690d104,ai_systems,AI시스템학과,admission,2차 면접 (면접) 2nd Round (Interview),https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_08e76f55f487,ai_systems,AI시스템학과,admission,AI시스템학과 소개서 다운로드 Download AI Systems Brochure,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_e2f7e983481b,ai_systems,AI시스템학과,admission,KAIST 장학생,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_57875e00ce7e,ai_systems,AI시스템학과,admission,KAIST프로그램 장학생은 KAIST프로그램 참여 교수만을 지도교수로 신청할 수 있습니다.,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_5936924dae51,ai_systems,AI시스템학과,admission,교수의 연구비에서 지원받는 KAIST 장학생으로 입학한 학생은 연구비 지원 교수만이 지도교수가 될 수 있습니다.,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_d8b117e6d04e,ai_systems,AI시스템학과,admission,국비 장학생,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_dd4061fcf4e1,ai_systems,AI시스템학과,admission,국비로 입학한 학생은 AI시스템학과 모든 교수를 지도교수로 신청할 수 있습니다. 신청한 지도교수가 국비TO가 있고 학생지도를 희망할 경우 매칭이 됩니다.,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_364374cfcec8,ai_systems,AI시스템학과,admission,석박사 통합과정 Integrated MS-PhD,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_f0533e76f754,ai_systems,AI시스템학과,admission,석사과정 Master's,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_0da63dd8545f,ai_systems,AI시스템학과,admission,원서접수(서류제출 포함) (석박사/석박사통합 대상) Application (All programs),https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_422f446a6b7a,ai_systems,AI시스템학과,admission,일반 장학생,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_407f87ee1c95,ai_systems,AI시스템학과,admission,재학생 석박사통합과정 KAIST MS Student Integrated MS-PhD Track,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_28e8a340620a,ai_systems,AI시스템학과,admission,학-석박통합연계과정,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_492e9e98e811,ai_systems,AI시스템학과,admission,1차 서류심사결과 발표 1st Round Results (Document Review),https://ai-systems.kaist.ac.kr/news,,2026-05-26T13:27:21.084886+00:00,1.0
doc_8cf27ef8e0e9,ai_systems,AI시스템학과,admission,2차 면접 2nd Round (Interview),https://ai-systems.kaist.ac.kr/news,,2026-05-26T13:27:21.084886+00:00,1.0
doc_f2ba90aa3b59,ai_systems,AI시스템학과,admission,지원기간 Application Period,https://ai-systems.kaist.ac.kr/news,,2026-05-26T13:27:21.084886+00:00,1.0
doc_87b2ad34e2f6,ai_systems,AI시스템학과,asset,042-350-XXXX,https://ai-systems.kaist.ac.kr/,,2026-05-26T13:26:12.858070+00:00,1.0
doc_03805a9a27e3,ai_systems,AI시스템학과,asset,ai_office@kaist.ac.kr,https://ai-systems.kaist.ac.kr/,,2026-05-26T13:26:12.858070+00:00,1.0
doc_97204880a933,ai_systems,AI시스템학과,asset,입학처 홈페이지 바로가기 Go to Admissions Website,https://ai-systems.kaist.ac.kr/admission-grad,,2026-05-26T13:26:36.697547+00:00,1.0
doc_a300d85adc03,ai_systems,AI시스템학과,asset,입학처 홈 Admissions Home KAIST 입학처 메인 홈페이지를 방문하세요. Visit the main KAIST Admissions homepage. → Learn more →,https://ai-systems.kaist.ac.kr/admission-ug,,2026-05-26T13:26:32.463430+00:00,1.0
doc_6a133d87a301,ai_systems,AI시스템학과,attachment_pdf,AI_Systems_Grad_Info_20260319.pdf,https://ai-systems.kaist.ac.kr/attachments/AI_Systems_Grad_Info_20260319.pdf,admission_ug,2026-05-26T13:26:32.463430+00:00,5.0
doc_657a7fe7ccd6,ai_systems,AI시스템학과,contact,Department contact,https://ai-systems.kaist.ac.kr/,home,2026-05-26T13:26:12.858070+00:00,1.0
doc_7e0b183e412a,ai_systems,AI시스템학과,event,"2026학년도 가을학기 입시설명회 2026 Fall Semester Admission Info Session Department of AI Systems 일시 Date 2026. 03. 19. (목) 18:00 Mar. 19 (Thu), 2026 · 18:00 장소 Venue 정보전자공학동 1220호 Rm. 1220, Info & Electronics Bldg. Zoom 859 6781 5348",https://ai-systems.kaist.ac.kr/news,,2026-05-26T13:27:21.084886+00:00,1.0
doc_aa4b04c4cb50,ai_systems,AI시스템학과,page_section,"인공지능 시스템의 미래를 설계하는 혁신의 중심, KAIST AI시스템학과 Designing the Future of AI Systems The Center of Innovation, KAIST Dept. of AI Systems",https://ai-systems.kaist.ac.kr/,home,2026-05-26T13:26:12.858070+00:00,1.0
doc_e1aab8b4a305,ai_systems,AI시스템학과,page_section,박사 과정 Ph.D Program Ph.D,https://ai-systems.kaist.ac.kr/edu-grad,edu_grad,2026-05-26T13:26:44.056584+00:00,1.0
doc_d2c253581dcc,ai_systems,AI시스템학과,page_section,석사 과정 Master's Program Master,https://ai-systems.kaist.ac.kr/edu-grad,edu_grad,2026-05-26T13:26:44.056584+00:00,1.0
doc_0f2eca56a1fa,ai_systems,AI시스템학과,page_section,졸업 이수 요건 Graduation Requirements,https://ai-systems.kaist.ac.kr/edu-undergrad,edu_undergrad,2026-05-26T13:26:40.379362+00:00,1.0
doc_4594e4375e0a,ai_systems,AI시스템학과,page_section,학과소개 Introduction,https://ai-systems.kaist.ac.kr/intro,intro,2026-05-26T13:26:16.614592+00:00,1.0
doc_02bf133e5b0e,ai_systems,AI시스템학과,page_section,AI 반도체 및 아키텍처 AI Semiconductors & Architecture,https://ai-systems.kaist.ac.kr/research,research,2026-05-26T13:26:20.372263+00:00,1.0
doc_91133a853ff2,ai_systems,AI시스템학과,page_section,AI 시스템 보안 AI System Security,https://ai-systems.kaist.ac.kr/research,research,2026-05-26T13:26:20.372263+00:00,1.0
doc_b9ffff443cbc,ai_systems,AI시스템학과,page_section,물리 AI 시스템 설계 Physical AI System Design,https://ai-systems.kaist.ac.kr/research,research,2026-05-26T13:26:20.372263+00:00,1.0
doc_bb97844e4fed,ai_systems,AI시스템학과,page_section,온-디바이스 AI 시스템 On-Device AI Systems,https://ai-systems.kaist.ac.kr/research,research,2026-05-26T13:26:20.372263+00:00,1.0
doc_0828f39abea9,ai_systems,AI시스템학과,person,강익성,https://ai-systems.kaist.ac.kr/faculty-adjunct,,2026-05-26T13:26:28.610341+00:00,1.0
