doc_id,dept,dept_name,source_type,title,source_url,source_board,crawled_at,chunk_count
77093d88457bb3ac52554f45b2159864,aic,AI컴퓨팅학과,csv_admission,학부 (한국인),https://aic.kaist.ac.kr/#/admission-ug,입학처 홈,2026-05-26T13:24:44.960971+00:00,1
9da8bc8edb35ba7311f6cda210454903,aic,AI컴퓨팅학과,csv_admission,학부 (외국인),https://aic.kaist.ac.kr/#/admission-ug,학부 (한국인),2026-05-26T13:24:44.960971+00:00,1
f55596c10b9f5496d4775e2a73d63d5a,aic,AI컴퓨팅학과,csv_admission,석사과정,https://aic.kaist.ac.kr/#/admission-grad,지원 자격,2026-05-26T13:24:49.378406+00:00,2
e3dcb4d55acf3c1a491bbc550cc261bc,aic,AI컴퓨팅학과,csv_admission,박사과정,https://aic.kaist.ac.kr/#/admission-grad,지원 자격,2026-05-26T13:24:49.378406+00:00,2
a2ff0eaf30dd93e9e1e9897f83f4b9c4,aic,AI컴퓨팅학과,csv_admission,석박사 통합과정,https://aic.kaist.ac.kr/#/admission-grad,지원 자격,2026-05-26T13:24:49.378406+00:00,2
43c581141d2d4ede29ff0428686d6870,aic,AI컴퓨팅학과,csv_admission,(KAIST석사재학생) 석박사 통합과정,https://aic.kaist.ac.kr/#/admission-grad,지원 자격,2026-05-26T13:24:49.378406+00:00,2
7af73623f4fe63be6526390b2d2fca13,aic,AI컴퓨팅학과,csv_admission,(KAIST학사재학생) 학·석박통합연계과정,https://aic.kaist.ac.kr/#/admission-grad,지원 자격,2026-05-26T13:24:49.378406+00:00,2
a92d12bbd75cdfe5fdebd24a9476bb94,aic,AI컴퓨팅학과,csv_admission,원서접수(서류제출 포함),https://aic.kaist.ac.kr/#/admission-grad,2026학년도 가을학기 입학 신입생 입학전형 일정표,2026-05-26T13:24:49.378406+00:00,1
b4fe1679c6042153e72a2f983d60cb33,aic,AI컴퓨팅학과,csv_admission,2단계 전형(면접),https://aic.kaist.ac.kr/#/admission-grad,2026학년도 가을학기 입학 신입생 입학전형 일정표,2026-05-26T13:24:49.378406+00:00,1
7b51790c5426e25c0a2778d2bf96c922,aic,AI컴퓨팅학과,csv_admission,원서접수(서류제출 포함),https://aic.kaist.ac.kr/#/admission-grad,2026학년도 가을학기 입학 (KAIST 학사 재학생 대상)학·석박통합연계과정 및 (KAIST 석사과정 재학생 대상) 석사·박사학위통합과정 입학전형 일정표,2026-05-26T13:24:49.378406+00:00,1
